"","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14"
"1",-3.5325610146209,1.37059321887613,1.56040142944294,0.515428529408701,-0.369270734030859,0.934036205308937,-2.44298631924726,-1.76696825269109,-0.823876079368856,0.452864010021886,2.47914071877069,0.446984928583381,0.277929206493676,0.20127525266365
"2",-3.49431856444096,0.985064695892256,1.36911115735028,0.475683106047068,1.14735526402401,0.273840598729202,-1.23303938366562,0.627881600929957,-0.164510456260039,1.54552260442423,1.32461363291081,1.32555495457968,-1.65837248654798,-0.102879604212156
"3",-4.23766560112868,0.154500442008347,0.688434714089921,2.85889117759653,-0.462658471124011,-1.29930187621477,-0.16048475750029,1.40981047827027,0.520537846072286,-0.354571001188685,1.00181313783328,0.691601182323178,-0.204168613619143,-2.39766942301355
"4",-4.75320841831912,0.49088385087872,-0.0593134378303986,2.2708291526833,-0.893017392934566,-1.06647597160821,0.923501146391397,-0.0877144794261495,0.638546637465244,0.358776143289402,-1.03706087866374,1.50099775235193,1.65575138303933,-2.09564510638112
"5",-4.89427955052657,1.80000694325254,0.958431117207781,1.24002755040315,-0.225482616626435,-0.294700554085211,0.95143150255169,1.38462507425701,-0.639863301185544,2.42409976988267,-1.36680648083655,1.39923655970225,-1.19339174213079,-3.15171901894707
"6",-2.8697266158176,2.68582602828863,1.28747862212713,0.685667740043437,1.9797093543899,-0.871206946286961,0.0835825339915051,1.96343830956491,-0.796986491943427,-1.14200420848972,0.467462720292826,-0.0324802773947839,0.294101747459711,-2.43100362951931
"7",-2.91722468541413,3.19707830359552,1.03046979224182,-1.30854038644731,3.19697259405748,-1.30004825817786,-0.924618489512236,1.70872316554495,1.26846408650403,-1.87424337753271,-0.666625283822555,-1.92922620054692,0.229780279351046,-1.67326492965638
"8",-2.69896435428243,2.74966372172269,-0.844546518034823,-3.17078338428951,1.40988129453876,-0.9925932605349,-2.26209696231098,2.37030007062506,2.17623203588422,-0.325483089302671,0.314577364113874,-2.28849660146734,-1.58273726231449,-0.8033739799072
"9",-2.42720864393338,2.90988069441594,-0.985125942825107,-0.46498836088192,-1.1324184492675,-0.932362410760847,-1.56912898572241,1.67321437856755,1.94042086579641,0.788691684360863,0.000786932122923856,-2.49002709743664,0.990584657974773,0.666256017015975
"10",-3.24821463347591,0.113625556538395,-0.767634825428629,2.13765879442182,-1.90662753047166,-0.270081248435316,0.322033665680473,0.234448058623134,-1.58111635481553,-0.468175385458589,0.330027664127875,-0.0949945851318521,0.778169370626014,-0.250960572777299
